;１人じゃ怖かったからみんなを呼んだ;nasi;nasi;nasi;nasi;nasi;black;;;
;受付のお姉さんに彩の場所を聞いた<br>集中治療室に入っているらしい;nasi;nasi;nasi;nasi;nasi;black;;;
;治療室に入る前、消毒とマスク着用を徹底された;nasi;nasi;nasi;nasi;nasi;black;;;
;自分の足取りが重くなっていくのが分かる;nasi;nasi;nasi;nasi;nasi;black;;;
;看護師に案内された先に彩はいた;nasi;nasi;nasi;nasi;nasi;black;;;
;身体中にたくさんの管と配線<br>ベッドの横には機械が置いてある;nasi;nasi;nasi;nasi;nasi;black;;;
;彩は今も病気と闘っているのだろう;nasi;nasi;nasi;nasi;nasi;black;;;
;苦しそうな彩の顔<br>気が付くと涙が止まらなくなっていた;nasi;nasi;nasi;nasi;nasi;black;;;
;私は、「頑張れ」の一言も掛けることができず、病室を後にした;nasi;nasi;nasi;nasi;nasi;black;;;
;side 彩;nasi;nasi;nasi;nasi;nasi;;;;
;声が聞こえる....;nasi;nasi;nasi;nasi;nasi;black;星の破線;;
看護師;お友達が来てくれてますよ;nasi;nasi;nasi;nasi;nasi;black;;;
;誰か来ているのだろうか;nasi;nasi;nasi;nasi;nasi;black;;;
;確かめたいが、目が開かない<br>手も動かない、そして声も出なかった;nasi;nasi;nasi;nasi;nasi;black;;;
;泣き声が聞こえる<br>この声は雪乃だろうか;nasi;nasi;nasi;nasi;nasi;black;;;
;大丈夫、俺は死なないから;nasi;nasi;nasi;nasi;nasi;black;;;
;そう伝えられないことを酷く悔やんだ;nasi;nasi;nasi;nasi;nasi;black;;;
;side 雪乃;nasi;nasi;nasi;nasi;nasi;;;;
;病院を後にした私たちは公園に来ていた;nasi;nasi;nasi;nasi;nasi;kouen_1;;;
楓;雪乃ちゃん、大丈夫？;yayoi_off;kaede;nasi;yukino_off;tiharu_off;kouen_1;;;
雪乃;うん。もう大丈夫だよ;yayoi_off;kaede_off;nasi;yukino;tiharu_off;kouen_1;;;
雪乃;もう...どうにもならないのかな...;yayoi_off;kaede_off;nasi;yukino;tiharu_off;kouen_1;;;
？？？;彼を..救いたいですか？;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;kouen_1;;;
雪乃;えっ...?;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;kouen_1;;;
;その言葉と同時に景色は一遍し...;nasi;nasi;nasi;nasi;nasi;black;;;
;気が付くとそこは、私の知らない場所だった;nasi;nasi;nasi;nasi;nasi;siro_2;;;
雪乃;え？何が起こったの？;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;コールドフィッシュ;;
;とりあえず、まわりを見渡してみる;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;すると、すぐに異変に気がついた;nasi;nasi;nasi;nasi;nasi;siro_2;;;
楓;色が...ない;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
;私の視界に映っている景色に鮮やかさはない。<br>白黒テレビで見たことのある景色だった;nasi;nasi;nasi;nasi;nasi;siro_2;;;
楓;大丈夫？;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
弥生;みんないるよ;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
千遥;ここはどこなの？;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
？？？;ここは、彩さんが作り出した世界...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
;物音も立てることなく少女は私たちの前に現れた<br>見た目は私より年下、背も130cm前後だろうか;nasi;nasi;nasi;nasi;nasi;siro_2;;;
雪乃;...あなたは？;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;シプセス....;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
弥生;彩の作りだした世界ってどういうこと？<br>それに、どうして私たちがここに？;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;彼を助けたいのですね。<br>あななたちなら助けられるかもしれません。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;彩を助けられる...;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
弥生;彩の命とこの世界がどう関係してるっていうの？;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;なぜこの世界が生まれたのか...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;余命２ヵ月。この言葉を聞いたとき彼は酷く落ち込みました。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;そんななか、あなたたちが病室にやってきました。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;あなたたちと彼の想いがこの世界を生み出したのかもしれませんね;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
楓;でも、私たちに何ができるの...?<br>医者も余命２か月って...;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;この世界のどこかに彩さんを苦しめる細菌のボス...と呼ばれるものがいるはずです;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;その細菌を倒すことができれば、彩さんは一命をとりとめる...<br>私はそう考えています。;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;どうしますか？;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;やる、やらせて！;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
千遥;雪乃...;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
楓;私は雪乃ちゃんの意見に賛成かな;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
弥生;そうだね。やれるだけやってみよう;yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
雪乃;みんな...!!;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;決まったようですね..;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;細菌の増殖速度は侮れない...<br>急ぎましょう..;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;....??;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;...?;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
雪乃;あっ自己紹介してなかったね！<br>私は七海雪乃(ななみ　ゆきの);yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
千遥;楠城千遥(くすのき　ちはる)だよ！;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
楓;綾瀬楓(あやせ　かえで)です;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
弥生;弥生。橘弥生(たちばな　やよい);yayoi;kaede_off;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;シプセス..よろしく...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
雪乃;でも、どうやって細菌を倒すの？;yayoi_off;kaede_off;sipses_off;yukino;tiharu_off;siro_2;;;
シプセス;そうですね...試しにやってみるのが一番かな...<br>あそこにいる細菌...見える？;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;massive_damage;;
楓;あの丸いのかな？;yayoi_off;kaede;sipses_off;yukino_off;tiharu_off;siro_2;;;
シプセス;あれは黄色ブドウ球菌...<br>敗血症の原因となっている主な菌の一つです;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
千遥;ってあれ！？こっちに向かってきたよ！？;yayoi_off;kaede_off;sipses_off;yukino_off;tiharu;siro_2;;;
シプセス;細菌を倒そうとしている私たちは邪魔でしかない...<br>私たちを排除しようとしてる...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
シプセス;いい機会..私についてきて...;yayoi_off;kaede_off;sipses;yukino_off;tiharu_off;siro_2;;;
4人;ええっ！？;yayoi;kaede;sipses_off;yukino;tiharu;siro_2;;;
