;走って逃げてしまった<br>どんな顔をすればいいのか、<br>なんて声をかけてあげればいいのか;nasi;nasi;nasi;nasi;nasi;hospital;;;
;私にはその場から立ち去ることしかできなかった。;nasi;nasi;nasi;nasi;nasi;hospital;;;
お父さん;千遥ちゃんが来てたぞ<br>走って帰ってしまったが..;nasi;nasi;nasi;nasi;nasi;sai_1;;;
彩;千遥...来てたのか...;nasi;nasi;nasi;nasi;nasi;sai_1;;;
;病院を出たあと私は学校に来ていた;nasi;nasi;nasi;nasi;nasi;f1;;;
;彩とみんなとよくいる場所...;nasi;nasi;nasi;nasi;nasi;f1;;;
千遥;2ヵ月って....もう助からないの...？;nasi;nasi;nasi;nasi;nasi;f1;;;
;泣きそうになった時、<br>目の前が真っ白になり気を失った;nasi;nasi;nasi;nasi;nasi;siro_1;;teardrop1;
;え？なに？？<br>ここはどこなの？<br>色が無い...？;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;周りを見渡すと、倒れている人がいた;nasi;nasi;nasi;nasi;nasi;siro_2;;;
千遥;大丈夫！？...<br>えっ雪乃ちゃん！？;nasi;tiharu;nasi;nasi;nasi;siro_2;;;
雪乃;ん～、ちーちゃん？？<br>ってえぇーーーーー<br>ここどこぉーーーーーー;nasi;tiharu_off;nasi;yukino;nasi;siro_2;;;
雪乃;うわぁーーーー白黒じゃん！！！;nasi;tiharu_off;nasi;yukino;nasi;siro_2;;;
弥生;叫ばないでよ<br>私もいるわ;nasi;tiharu_off;nasi;yukino_off;yayoi;siro_2;;;
楓;うちもやで～;kaede;tiharu_off;nasi;yukino_off;yayoi_off;siro_2;;;
雪乃;どこなのさーーーここーーー;kaede_off;tiharu_off;nasi;yukino;yayoi_off;siro_2;;;
;なにが起きているのかさっぱりわからない;nasi;nasi;nasi;nasi;nasi;siro_2;;;
;夢でも見ているのかと思う;nasi;nasi;nasi;nasi;nasi;siro_2;;;
???;ここは、彩さんが作り出した世界なのです;nasi;nasi;nasi;nasi;nasi;sipses_cg_1;;tirin1;
;物音も立てることなく少女は私たちの前に現れた;nasi;nasi;sipses;nasi;nasi;siro_2;;;
;見た目は私より年下、背も130cm前後だろうか;nasi;nasi;sipses;nasi;nasi;siro_2;;;
;ただ、私たちとは何かが違う-そんな気がした;nasi;nasi;sipses;nasi;nasi;siro_2;;;
雪乃;わーーーーーー誰！！！！;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
シプセス;シプセス...なのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
千遥;シプセス..ちゃん？ここはどこなの？;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
弥生;どうしてみんながここにいるの？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
楓;あんまいっぺんに言うと困ってまうで？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;ここは彩さんが作りだした世界なのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
シプセス;彼は敗血症という病気にかかってる...;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
弥生;敗血症...？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
雪乃;え！！彩っち病気なの！？;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
千遥;うん...今日病院に行ったら、<br>余命2ヵ月だって言われてた...;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
千遥;私...顔も見ずに逃げてきちゃった....;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
楓;大丈夫や、千遥ちゃん<br>みんなでお見舞いいこ？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;敗血症は心筋梗塞や脳卒中よりも遥かに死亡率が高い...;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
シプセス;重症に至ると、医学の進んだ国であっても死亡率はあがるのです...;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
シプセス;彩さんはすでに重症なのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
弥生;ちょっと、勝手な事言わないでよ！;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
シプセス;でも...あなたたち次第で..彩さんは助かるのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
千遥;助かるの！？;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;この世界は彩さんが生きる希望を失い色を失った;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
楓;だから周りが白黒なんやなぁ;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
雪乃;目が覚めたら、ちーちゃんがいて白黒でびっくりしたよぉ;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
シプセス;彩さんは絶望の中、生きたいという思いが生まれました。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
シプセス;千遥さん、あなた達の事を考えたはずなのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
千遥;えっ..私たち？;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;なのでここにあなた達が集まっているのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
楓;なんとなくわかったんやけど..<br>どうしたら彩くんは助かるん？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;彩さんもこの世界のどこなにいるのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
弥生;彩を探し出して助ければいいの？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
シプセス;彩さんは多数の病原菌...細菌に蝕まれているのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
シプセス;その細菌を倒すことができれば、彩さんは一命をとりとめるのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
雪乃;倒すって...ちょっと怖いね..;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
シプセス;はい...簡単な事ではないのです<br>ですが、これしか手段はないのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
シプセス;助けに行きますか？;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
千遥;私は行く;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
弥生;えっそんな簡単に信用できるの！？;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
千遥;信用するとかじゃなくて...<br>少しでも希望があるなら助けたいの！;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
千遥;嘘だったとしても私は悔やまない<br>何もできないことの方が辛いもん..;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
楓;せやなっうちも千遥ちゃんに付いていくで;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
雪乃;あっ！あたしも行く！;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
弥生;わかったわよ行けばいいんでしょ！;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
シプセス;決まりましたね<br>急ぎましょう、細菌の増殖速度はとても速いのです。;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
千遥;シプセスちゃん<br>私は楠城　千遥(くすのき　ちはる)よろしくね;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
楓;うちは綾瀬　楓(あやせ　かえで)やっ;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
雪乃;あたしは七海　雪乃(ななみ　ゆきの)ゆきのんって呼んで！;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
弥生;弥生(やよい)...;kaede_off;tiharu_off;sipses_off;yukino_off;yayoi;siro_2;;;
楓;なにしれーっとしとるんー？<br>橘　弥生(たちばな　やよい)よろしくっ<br>やろ？;kaede;tiharu_off;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;シプセスなのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
雪乃;ねーねーシプセスたん<br>あれなーに？;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
シプセス;あれは..サルモネラ菌なのですっ;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
雪乃;え！あれが細菌なの！？シーラカンスみたいじゃん！！！;kaede_off;tiharu_off;sipses_off;yukino;yayoi_off;siro_2;;;
シプセス;はい...悪い細菌なので倒すのです;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
千遥;えっ？どうやって倒すの！？;kaede_off;tiharu;sipses_off;yukino_off;yayoi_off;siro_2;;;
シプセス;それは戦いながら教えるのですっ;kaede_off;tiharu_off;sipses;yukino_off;yayoi_off;siro_2;;;
